IIDdog.gw	IIDcow.gw	IIDrat.gw	IIDmouse.gw	IIDhuman_exp.gw
E2RQF8	G3MYQ9	D4A832	P97718	Q68EA5
J9P320	Q2KJ84	D3ZBM4	A0A1B0GRJ9	Q9UN36
F1PKC8	E1BBE2	Q5XIX1	G3XA48	P56856
E2QXW4	Q3ZBZ2	Q5BJZ0	A0A0G2JGS5	Q8WU90
E2RS78	E1BM66	D4A9I4	Q8BGC0	Q14596
J9P5J3	F1MJN3	D3ZLR4	Q99MZ3	Q96MF6
F1PAT9	P62871	Q4KM45	A2AJK6	Q8NHQ1
J9P8D1	G3MX25	Q3MHU3	Q6IFZ9	Q8TAQ5
E2QWU8	Q148H7	D3ZCL3	D3Z4S3	Q16270
J9P224	Q32L51	Q63530	Q64322	Q8N8V2
E2RQI3	E1BCH7	D4A9M4	Q9QXK3	Q9Y624
E2R7K4	F1MPG4	P07154	G3X8X1	Q53H96
F1P7A3	Q0P5L5	D3ZQK8	O35595	P36383
E2QUI1	F1N6R3	B4F7C7	Q8BXT9	Q8WTS6
F1PY83	E1BDX9	Q68FR7	Q3UJN9	Q9UHW9
J9NX17	Q9BDR7	Q402C1	E9PX57	A0A0S2Z4Q8
F1PFP1	E1BL06	P01346	Q8BZN2	Q9BZD4
F1PTN5	A0A140T8B3	D4A500	Q8R0K2	Q92688
E2QYW0	G3N1L5	D3ZZN9	Q7TSH4	Q01968
J9P638	E1BGJ6	Q8CG08	P28651	P60372
F1PI19	F1N1R9	B2GV80	Q6SKR2	Q86Y82
J9P0Q2	F1MNN7	D3ZYW8	Q9JL56	Q9UH65
F6XB81	Q08DA2	Q9JJI5	P10751	Q9NPG8
F6UM36	F1N338	Q66H50	Q8BJQ2	P00387
E2R0M2	G3MYE6	G3V8A6	Q9CR09	Q9BWI9
J9P1C2	Q2HJH1	D3ZRG7	Q80Y84	Q53TM5
E2RFT5	A6QQ84	Q99N78	Q5RKT9	Q0P6H9
F6UQC5	E1BF40	Q6QBQ4	Q8R5M8	Q9NX55
F1PGD0	F1MHA2	Q80ZF7	Q8K3V4	Q8NHP7
J9NRK6	A2VE24	P20651	Q3URK1	Q7Z2F6
F1PMK8	E1BIV3	A0A0G2JSP9	P13707	P42830
E2RDS2	G3N3W7	F1M5T2	P48299	P24394
E2R919	F1MLI6	Q4G2Y1	Q9Z0D9	Q8N4C5
E2RST8	A2VDW7	D4AAL6	Q8K087	Q9NW61
O77762	Q95MI6	O08722	Q810A1	Q9H4I2
Q29393	E1BJ30	P54900	O08644	Q9NR30
E2R1Q6	A5PJQ2	Q6AYE8	G5E814	Q14689
F1PAT4	F1MJY9	P22057	O35558	Q15406
E2RL29	P21214	D3ZC55	Q80XM9	P22059
F1PDF6	Q17QR8	D4ACM6	Q924Z5	Q96RU8
E2QYM5	E1BFD7	P11384	Q60664	Q9UM13
J9NXM5	Q0VD17	A0A0G2JTB6	Q6X786	Q6DN03
J9P7F0	F1MX67	F1M5X2	D3YZL7	P48163
E2RHG5	E1BI15	D3ZFJ3	P41245	Q9BVC4
F6V790	A6QLP8	B5DER5	Q9D7X1	Q5VY80
F6UXV7	Q32KX9	O08774	Q9R002	Q5H9J7
F1PS05	P09487	F1LRQ3	Q91Z22	Q86SE5
E2RFY7	F1MRP9	Q9R044	Q8R411	Q6NSJ0
F1Q1T2	A3KN55	P0C6B3	E9QAH2	P52758
F1PCE1	F1N594	D3ZF86	O35683	Q9NVX7
F1PNY3	E1BF38	D3ZNG3	P97411	Q08AF3
F1PPS4	F1N1T2	D4ACH7	D3Z5T1	O15394
E2RTB5	Q08DM0	O08950	P34968	Q8NFU5
A0A140T8E8	Q2KHY1	F1LQZ0	P43137	P40197
F1PN35	F1N4U6	F1LN97	Q505D9	A0A0S2Z645
F1P9P0	G3X7U6	A0A096MJY4	P39655	Q8IUA7
F1PN84	Q08DD2	B2GV52	P01899	Q07617
E2RL70	E1BIG0	B2GV34	P97794	P09228
F1PHD0	F1MTZ0	A0A096MJV6	Q8BX57	Q6P2I7
E2R440	A6QPQ9	D4ADI8	Q5U4H9	Q12849
F1PZ58	F1MNB3	F1LN12	Q9EQ08	Q96AN5
E2RNS8	Q17QM8	Q6AYU3	P59383	Q86Y39
E2QY53	Q32KY3	P21575	Q9CZE3	Q53HU0
F1Q045	E1BCX5	A0A0G2K1J3	A0A0A0MQF3	Q5T2T1
E2RN98	F1MZ73	D3ZW90	Q05144	P0DP23
E2R9L7	A7Z018	Q78PB6	Q5SWU9	Q14050
J9NW66	A6QQM8	D3ZJK0	Q9Z2Q6	Q96JF6
E2RPJ1	F1MBW3	A0A0G2JZH0	Q8VBT1	P17039
F1PAI4	A5PJT2	B2RYN2	Q1HKZ5	Q9BZE1
E2RNM0	E1B859	D3ZZQ4	O88745	P22680
E2RIX0	Q2T9Q5	P97680	Q9QXA3	Q86Z23
E2RDR7	F1N0I1	P0CC09	Q8CG79	Q53F65
F1PY41	E1BK60	Q505I5	Q6KAS7	Q9C0D3
E2RHW0	E1BFI2	Q66H20	Q8BGZ2	P31944
F1PRV8	E1B8G3	P83953	Q9DAQ9	B4DHC4
F1PD56	F1MFF9	G3V6C4	Q9D495	O14686
E2R7W1	F1MD42	D3ZZL8	Q810N9	Q7Z344
F1PXM6	E1BD13	F1M8F4	Q8BG17	P21731
F1PQI7	F1MUT9	D3ZCE5	A2AF47	Q9Y2S7
F1PH39	A7MBG1	B5DF81	A0A0R4J0J7	Q49AH0
E2RG64	G3X716	A0A0G2JVC8	Q7TN75	Q9BW61
E2RJ32	F1N422	G3V757	Q80W14	Q9UQ10
J9NUK4	F1MNS9	D3ZM20	Q6PGB8	Q6IB77
J9P4P7	F1N3C9	D3Z8S0	Q3TZA2	Q2I0M4
J9P1G2	F1MMQ7	P80201	Q8VEH5	P28749
F1PQE2	F1N6V4	D4A560	A0A140T8R4	Q9UKU7
J9JHS5	Q0VCS6	P37089	E9Q1J0	Q8IVU9
E2RM39	G3N2I8	P34975	Q3KQQ4	Q6IED9
E2RSZ0	E1BCH4	B1WBP0	Q3U0D9	Q9H2G9
E2R126	A4IFJ5	E9PSX4	P70696	Q9H6W3
E2R991	Q32L61	D3ZXN6	Q8CFG4	Q01113
J9P9E7	F1MD61	Q641W5	Q8K1T1	Q5CZC0
F1Q143	F1MFK7	D3ZM61	P48455	Q9UKB3
F6Y4J5	E1BKA0	F1LP13	Q8BHJ9	P61296
G1K2B4	P29104	P31430	Q9ES64	Q59FS3
E2R1T1	Q2T9X2	A0A0G2K0P8	Q80TG4	Q9Y6I9
E2RF86	G3N3P0	Q66H40	Q9D735	Q6FGT0
E2QW37	F1N5E9	Q5M7A6	Q3UZA1	Q8N5B7
E2RKU7	E1BK27	F1M0G0	Q9QZ26	Q9Y5Y7
F1PLV0	Q5E9F6	B1H222	Q8BZ89	P25874
F1PUV5	Q2T9N0	M0R4G0	Q99PG0	Q8IW93
E2R5W8	F1MNU9	Q5BJQ5	P43883	Q99933
F1PR38	F1N2U7	Q925N6	Q5EBG8	Q9H3R0
F1PSP3	F1N189	Q5PPG7	Q8JZL1	Q8NI51
E2RI54	G3MYK9	Q3MHT4	Q71LX4	Q9H7T3
F1PQQ8	Q3SZW9	Q5UMH9	Q91VM1	Q6ZVT6
F6Y3K9	G5E5G8	P27952	E9Q4D5	Q96GQ5
E2R9I5	F1MMK3	D4AE58	P59110	C9JAW5
F1PJF4	F1MRJ5	D3ZAT3	P97926	Q9H382
E2R723	Q58DL7	Q5FVJ3	Q6P539	P21108
F1PWW6	G5E5J3	Q6AZ05	P31316	P41214
F1PYM6	Q3ZC60	B2RYM9	Q9D3X5	Q14807
E2RK66	A6QR69	D4A8L7	A0A0R4J1G4	P05783
F1PRZ1	P61420	M0R9A9	Q60862	Q8NE35
E2QY19	F1MF33	Q9WTW7	Q8JZM0	Q7L1T6
E2RP92	F1MTU6	Q5BK17	E9Q1P8	Q15758
F6UM65	Q05588	D3ZT54	Q9JJF0	P15822
H9KUV5	F1MXS8	M0RCM7	Q9Z1W5	Q9ULX3
J9P965	A4IFT6	P28564	O54732	Q96EK9
J9P438	G3N3S9	Q5U2Z8	Q9R0Y8	Q15848
F1P785	Q2T9T3	Q5U1Y9	Q7M758	Q8N0U1
F6XAG8	E1BJK5	F1LME7	A2A9Q0	Q96CN5
E2RL81	P80311	D3ZHL1	P54276	P23527
E2R3V0	Q2T9Q2	Q8VI81	Q9WUQ7	Q14714
J9P7F2	F1MNG7	A0A096MJ32	P06800	P0CAP1
F1PSA2	E1BDR1	Z4YP11	Q9CZ05	Q8WY91
F1PNS8	A6QQB2	D4A3A1	Q8CFA2	Q1XH10
E2RHN0	A7YVH9	D3ZZA5	Q3U0X8	P05305
J9NZ42	E1BKN2	D4AA13	P47758	Q96G46
E2RPL7	Q3ZBJ9	A0A0G2JSJ6	P52293	Q99731
F1PAQ2	Q29S20	M0R6Q9	Q0P5X1	Q9H9E3
E2REC1	E1BAI5	Q66H06	Q9QXV8	O95684
F1PAA0	P22457	A0A096MJK1	Q8C1B2	P55075
E2RAM9	F6REL8	Q8K5B0	Q8VHZ3	Q8WUJ3
J9NZ97	E1BCV3	P11275	A3KGS3	Q9P296
E2RAD2	E1BEH7	G3V9V6	F6TNE3	Q8TAS3
F1PQA2	E1BHE5	D3ZQG3	O08691	Q9NX24
F1P8E6	F1MZM7	P13264	Q8K1G6	Q5T1B0
F1PK78	E1B7J7	G3V6U3	P32299	Q92796
F1PE15	Q05B46	D3ZD16	P58321	Q9HCS5
F6Y4B1	Q0IIF3	M0R9H4	B2RT41	Q658P3
J9NUJ9	Q0P5L6	Q5U306	Q80X66	Q9UGL1
E2RCQ5	F1MEV7	Q08326	Q3UQI9	Q53QV2
F1P6Y6	E1BAN3	P43118	A0A0A0MQ83	Q1L5Z9
E2QSW8	E1BP61	A0A0G2K5I8	Q9Z205	Q9GZZ7
F1PRY9	F1N579	D4A634	Q64478	P04150
F1P6P6	F1MGG4	D4ADM7	P70447	Q9NWF9
F1P8N7	F1MHH3	P42203	Q9QXM0	Q9P2T0
E2R490	F1MM97	P54258	A0A1B0GRM2	Q9Y679
F1PII0	E1BKN6	G3V8X3	Q69ZQ2	O95471
E2RLJ8	A4IFB7	G3V6M3	Q9ES18	Q9UBP5
E2RSI5	G5E5T0	G3V9D5	O54890	Q9Y2G0
E2R7X7	F1MH02	E9PT53	Q78IK2	Q3ZCQ2
E2RAN8	F1MD20	B2RYF1	Q9R1Q9	Q9C009
F1PZ08	F1MKY3	Q06496	P43680	Q86XP0
J9P416	F1N724	D3ZHX6	Q99J08	Q8N5C6
F1PBD0	G5E675	Q5XHZ9	Q8R0G9	Q7RTP6
E2RPU6	A7YVI8	A2SY89	Q8CB96	P56211
E2RF65	A5D7C8	P11915	Q6GQS1	Q6ZT12
J9NZP7	F1MCP1	D3ZGA5	Q9Z0Z4	O00762
E2RPF0	F1MHC6	Q8K586	Q99KC8	Q14894
E2QW61	Q1JPJ0	D3ZCI2	Q8CIG9	O95409
E2QZT5	F1MI78	D3ZAF5	Q8BQS5	Q8TBC3
F6UNU8	F1MLF8	F1MA59	Q9JJZ8	Q15468
E2RDV3	A6H707	P20069	O55192	O75427
E2RIL8	E1BKQ1	Q6AXR3	Q9R1Q7	O75069
Q4JIV8	Q2NL36	G3V6J3	A0A087WSB9	P78368
F1PVC6	E1BPW3	D3ZZ22	A0A1W2P8B8	Q9P0W8
F6X7C9	F1MZ40	G3V6X0	P01865	O00590
E2R292	F1MDE1	P35439	Q61559	Q9NYL9
F1PG66	E1BJ55	G3V7A2	Q9QXF8	Q13237
J9P673	G3MZX8	P63007	O08603	Q06945
E2QYP5	Q8WMX8	Q6SA80	A2AKB4	Q05DR1
J9PAC7	F1MV68	P51583	Q8K063	O15466
F1PN88	E1BM91	Q99PJ7	Q61470	Q8WVP5
F1PSP7	F6Q0U6	P70555	B9EJV3	O43933
E2RKM3	E1BCL1	A0A0G2JSP8	Q4KL25	Q9Y2H9
E2R0K2	E1BEX3	D3ZGM8	A2ANU3	Q9NU23
J9P6R9	E1BFS5	P53610	Q8R4I8	Q6UW78
F1PVH5	P79251	Q5RJM1	G3UWZ0	O14933
J9P3H2	Q1RMM5	G3V7Y8	Q9JLQ2	Q92878
F1PC14	P01246	M0R4H5	P97819	Q9H875
F1PZG6	F1MQH2	A0A0H2UI16	E0CYE9	Q96BM9
E2RAD3	E1BHJ4	D3ZX79	Q9Z0F3	Q8IYF1
E2R8K9	Q2KI30	A0A0G2K568	Q1RNF8	Q96FF7
F1P7Z2	F1N544	F1LP82	Q8K2C7	Q92905
F1PEB7	Q08DF9	Q56A29	Q6PG79	Q6PIK1
F1P800	F1MX07	D3ZS99	Q7TSI1	O14976
F1P8L7	A4FUY6	F1LMM5	Q8BQM4	Q9UPQ8
E2RLX6	G3MYS7	Q9R066	A0A1L1STT0	Q96D71
E2R8J1	F1MUW5	D3ZTY5	Q8VHF2	Q86V25
F1PRU7	F1N325	Q7TNI4	Q3TV65	Q9BY78
E2R061	A5PK40	Q68A21	I7HJI5	Q15661
J9NRQ2	A4FUD2	Q64565	P70669	Q96DW6
E2RRG4	Q27979	Q9JMC1	E9Q1Q9	Q96QK1
F1Q036	F6QUL0	B2GV08	A2ANQ2	P22105
F1Q2N3	Q148M9	A0A0G2JYW2	Q08EC4	Q9NP71
E2RGG0	A0JNK0	Q6AYR5	P00158	Q66K74
E2RF06	Q08DQ6	F1LP34	O55022	P47804
E2RR36	Q58DR7	G3V7I8	F8VQE2	P68036
F1PLN8	E1BG59	D3ZL45	Q8CGI1	Q7Z4F1
E2RMG9	A6QPE7	Q6GQP4	Q3TDD8	P01848
J9NYB3	A4IFG7	D3ZDI7	Q60720	Q96DX4
E2RG88	E1BEC2	Q9QX10	Q9JLF7	P60323
J9JHD0	P00974	D3ZPX9	Q8BKB2	A6NKG5
F6Y5C5	F1N557	E9PTQ0	D3YYI6	Q9BXM0
F6X5M3	Q28851	Q66HD0	F7AA26	Q92900
F1P835	A7MB15	F1LW74	P97503	Q9H2G2
E2R9L4	Q2KI74	D3ZX56	Q8BH57	O95393
E2RSR8	E1B9J9	M0RAY4	Q3UZ45	P04271
F1PFR3	Q2NKS3	D3ZGZ4	Q6NXK5	Q8N9R6
E2R0H4	E1B8B1	A0A0G2JUU2	Q9QZ39	Q8WUR7
F1PRA5	F1N4Y2	Q925B3	Q924A4	Q96GD0
E2RFV3	Q2TBW2	A0A0G2JZI5	Q8BGN6	Q8NC26
J9NSS7	F1MXY6	Q5U2X2	Q9QUR8	O43300
E2RN57	E1BC17	D4A1L6	Q8VIF2	Q9UBA6
E2RRW6	A5H027	M0R7K6	Q8R4F0	Q9NXX6
E2RIK9	F1MLY6	Q5RJN9	Q99LF0	I3L0E3
F1PDC8	A6QQD5	A1YKY4	Q04519	O43399
E2R7V6	Q3SZC0	G3V8L6	Q04887	Q15653
E2RHK8	E1BIM3	A0A0G2K586	Q499E0	Q8IZL9
A9JPX6	A6H7D9	Q63448	Q61133	O75309
F1Q0W2	E1BJ12	D3ZJ17	P70388	Q8IXS8
J9P517	Q17Q89	D4A9S3	Q3U0K8	Q93034
F1PGY6	E1BHF7	P59895	P48301	P31946
J9JHC4	F1MYZ0	P05504	Q3UHH2	Q8IY63
E2RKL8	F6RWU6	F1LSU6	Q9EPW4	Q0VDD8
J9NWZ2	A1A4L2	O35049	Q9DC07	Q9HC10
F1PQD1	F1MX28	Q6IE55	Q8R1J9	A0A0S2Z3E8
F1P5Z8	P82929	F1LVN3	Q3THU8	Q7Z362
F6XEM1	E1BAX6	E9PU35	P70379	Q9UII5
E2R680	E1BLL5	Q8K4F8	Q9ER47	Q8N3D4
F1PDW5	E1BLR0	M0R567	Q9WTW3	O95994
J9P6J6	G3N2I9	G3V8M7	B9EHK7	Q9UJ41
J9P0X3	E1BJS1	A0A0G2K7H5	Q3U3T8	Q01892
E2R8S5	E1BIX6	P63251	Q80UQ2	Q9UIG0
J9P6J7	Q3ZBW5	A0A0H2UHZ7	Q8BMC0	Q9H9T3
F1PTU4	A6QLD1	D3ZQ57	Q99LD8	Q6WRI0
J9P7H0	F1N7L8	F1M998	Q9CRC3	Q8NDZ6
E2RK00	Q5E9L6	D4A414	P97855	P23246
F1Q3N3	Q2KHW2	Q6MG07	P28705	P35659
E2R4Y0	F1N0B8	D3ZKZ8	Q06507	Q8N5N7
E2QZQ9	E1BB79	Q5M820	P06796	Q9P2N6
E2RIZ1	F1MBD2	G3V9Y4	Q80W21	O75969
F6UWJ9	E1B7S8	P83732	Q61409	Q96MI6
A0A140T8E4	A7MB44	Q5M875	Q9WTL2	Q8WU67
E2RK04	F1MGX2	Q5U2V0	Q8JZW8	Q14541
E2RC60	A9Q1J5	D3ZKG5	P31324	Q8N6H7
J9NU45	E1BM23	Q5EBB1	Q8BXJ9	P62942
E2R818	F1MWG3	F1LPT8	Q80V86	Q92527
F1PJC5	Q05B63	D3ZNS8	G5E881	Q9Y548
J9P685	Q0II23	Q5FVH1	Q64704	P28070
J9NX02	F1N4V6	D3ZJY0	Q9QXL2	Q86YJ5
J9NVF8	G3MZS1	Q569D2	Q99PP9	Q96SN7
F1PWQ7	F1MY23	F1LSF4	Q497T2	Q658K8
F1PA20	P20000	A0A0G2K7Z6	Q9D8Z1	P62826
F1PU94	F1MLS3	P58751	Q8CC36	Q9BV81
J9NU26	E1BMC1	A0A0G2K7K7	Q99LP8	Q9P2U7
Q4LAL8	A0A140T855	Q9ERR2	P01898	Q9BWX5
E2QU95	F1ML21	D4A750	Q5DTT2	B2RXH4
F1PI21	E1BFJ3	D4ABM4	Q3U5F4	O14595
E2QW81	E1B9G4	A0A0G2K325	Q9QXB9	P60982
F1PBK3	F1N498	P26431	Q80XU8	O43209
F1PP15	Q5E9S4	Q5U334	Q9JKQ4	Q9ULK2
E2RRC7	B9VJV9	D4A9E1	Q3UPN1	A0A0S2Z4D9
F6V0P6	E1BDA0	D3ZU10	O08804	Q9UJ99
E2RDP8	Q4TVR5	F1M7Z9	A0A0R4J0B8	Q7Z6J9
E2RPK5	F1MX23	D3ZZY7	Q8BGS2	Q9Y4B6
F1PAG8	A5PKD5	A0A0G2K1G4	Q9QZA0	Q05952
E2RP58	F1MBU8	P02793	Q61116	Q96JT2
E2QW49	E1BNB4	D4AB71	A0A1D5RLV3	Q86UD3
E2RK69	E1BNY3	D4AD91	D3Z4M4	P50502
J9NS72	G3MY82	Q6MGA0	Q03719	Q6P5S7
J9P8P4	P61257	A0A0G2JUC9	Q9D1L9	P98077
J9NV96	Q2KJ61	F1M9Z9	Q9JMD0	P13073
E2QYG9	Q7YS80	Q9ERF9	Q9D105	Q9Y5H2
E2RGS1	P79100	F1LPP6	D3Z792	Q5SYC1
J9P6Q9	P01217	D3ZKI8	P22726	Q5T215
E2QRY4	E1BJC0	M0R6G0	P25085	P04217
E2RBX4	Q2KIN6	O35763	H3BKQ3	Q6P1K2
E2RCL2	G3X722	Q5U305	Q8BIJ7	P48742
F1P852	F1MWT5	P70611	O54803	Q9BXS6
F6PLG8	F6QA78	Q76JQ2	B1AT60	Q4G176
E2QXJ4	F1MQ89	F1M9B9	Q9D3J8	O00308
E2R057	G3N1U6	P28647	P50284	Q12774
E2RD82	F1N304	D4ADX7	Q2YFS3	Q8IY33
F1PP23	F1MWP6	A0A0H2UHM3	H3BJM3	Q8IZJ0
J9P531	Q0VCP1	D3ZT71	P97872	Q86UT8
J9NYQ8	F1MHE7	R9PXR4	A0A0R4J067	A8K1L8
F1P9Q0	F1N2R0	F1LUS8	Q9WUH2	Q9BT73
J9NWN4	F6RLD1	D3ZK09	Q61838	Q9H6E4
E2RL20	F1N7B9	P14480	Q925B0	P84095
F1Q4K1	E1BK15	Q5U1X1	Q3UHH8	Q9BYC8
J9P0A4	Q2HJG0	A0A0G2K358	Q8C1E7	Q6UX65
E2R9G2	Q0VCL5	D3ZBV9	Q9Z2N8	P52272
F1P985	Q5E9F5	F1LNV7	P61620	Q86XJ1
F1PNK7	F6QYC3	D4A9W1	P30658	Q9NRX2
J9P670	F1MXN8	Q63269	A2AJ88	Q8IVI9
F1Q0Y7	F1MN68	Q68FT1	Q8BPP5	Q86WV6
E2R0Z5	F1MMD6	Q5XHZ6	Q80U04	O94822
E2R7E3	F1MSE1	B1WBS2	Q9CY28	Q9Y5N6
E2RBS3	Q864V4	P08485	Q61581	Q86WA9
F1P797	E1BFK3	D4A7L6	Q8BYU6	Q5VV41
E2RH17	G3N0M4	P0C0T0	A0A1L1SQU7	Q9UPR6
F1PBA0	Q0VCK2	B4F7F0	Q8K439	B2RXF5
E2R830	Q0VC62	A0A0G2K7F1	Q9WVI9	Q5XKL5
E2RE45	F1MKW2	D4A5Y0	Q9CYV5	Q8IUD6
J9P9D5	F1MFH5	Q5U2X9	Q8R4E4	O75828
E2RBW2	F1MT65	F1LN49	Q64521	Q96AH8
F1PDQ2	F1ME02	M0R4S2	P62484	Q9NWV8
J9NZI7	E1BKM2	D4A1Z1	G3UW82	Q8TEW6
E2QU72	F1MK14	P04041	Q80U16	Q9NPA8
F1P8K8	Q5EAC5	M0RCM9	Q9QZR0	Q96AV8
E2QS77	E1BMK9	B0BN31	Q9JM95	Q9H6F5
E2RBM6	Q08E48	P00185	Q64287	Q96DP5
E2RMQ9	Q17QA0	Q8VIL3	Q9DCK4	Q8IYD8
F1PWY4	F6QKI1	Q5U2M9	Q7TSV4	Q96GI7
E2R240	A6QLI6	M0RE14	Q62178	Q6ZMB5
E2RCI0	E1BFA8	Q66HC9	Q8R2Y2	P48029
F6ULW3	Q0IIC2	M0RDW5	O35845	P09132
F1Q2J3	F1MU22	Q5XI95	P47743	Q15438
E2RR88	Q58DM7	A0A0G2K3B2	Q5D073	P24390
E2RQH0	A6QLV4	B1WC90	Q8C050	Q9NQC7
J9PAH8	Q3ZBT8	D4A447	F8VQG7	Q8TC76
E2RK98	Q2YDK1	F1M051	Q8BFY7	Q8WXS3
J9P736	E1BHE7	D4A4M0	Q9JI33	Q6W5P4
J9P610	E1B958	D4A264	Q9D9G3	Q9NV70
E2R8C3	G3MYU9	F1M8L4	S4R177	Q8NFX7
F1PNM8	F1MJF1	P0C1G9	Q9QXY6	Q8NAT2
F1PSW9	E1BA48	D4A1V0	Q8BZ09	Q9BRY0
Q5JZR0	Q08D90	Q5XIU9	O08696	Q6PKX4
F1PMJ7	A5D7S7	Q66HI4	Q8VCX5	O00255
F1Q3I9	E1BP93	D3ZMK6	A0A0A6YWI5	O43610
E2RAM2	Q29397	D4A4V9	Q8K2L8	Q8NFM4
F1P717	F1N143	Q8CJE2	Q8R459	Q8NFF5
F6XF95	E1BP01	Q5EB48	P48725	Q8N0U4
F1PVX9	Q5E9S7	Q6AZ28	Q5RKN9	Q9UNP4
E2QUF3	Q148D4	Q3MHC1	A0A1Y7VLI6	Q02246
J9NXX4	Q9MYM4	D3Z981	O35710	A6BM72
E2RLZ2	F1MTK5	Q5HZW3	Q9Z261	Q13635
E2RTI0	F1MPI4	F1M4H5	A0A1B0GSR5	P59780
E2RGZ9	Q2TBV4	D4A261	E9Q368	Q8NBX0
E2QVR2	Q8SPU7	D3ZIP9	Q8BJU2	Q6S545
F1PCX2	A0JNK6	F1LMI3	B2RPU8	Q9HA92
J9P946	F1MZY6	B5DEX3	P15702	P47901
E2RB00	A5PK34	D3Z8A4	Q9DCI3	Q8NEA6
J9P4U1	E1BNH2	D3ZWN1	Q9D1K2	Q5TC82
F6XYS8	F1MPA1	D3ZHD7	Q5F259	Q8NEQ5
E2QUI5	A7MB54	Q5U4F3	Q8BGE6	Q8N0Z8
F6UN31	F1MM00	Q1HCL7	Q80VY9	Q9NZ72
E2RNN9	Q6IE77	P85972	E0CYV9	O75078
E2RPS0	P33672	F1LPH1	Q8K4P0	Q96RY7
E2RKS4	Q08DQ0	D3ZTG2	Q91YE7	Q12891
E2RP35	E1B7T1	M0R5A9	Q91ZA8	Q15067
E2R069	Q08E43	A0A0G2K008	Q8BMG1	Q9UKG1
F1P8Q6	P26895	G3V7U6	Q8BT90	Q6ZUT3
E2R0U3	A5PK86	M0RD31	Q8C767	Q9UJ96
E2R4M6	A0JNI9	M0R521	O08602	Q6P4F1
E2RCJ2	G3N3V4	Q6P7A6	P53026	Q9UKN5
E2RCI3	E1B9J8	P28572	P60882	I3L0N3
J9PB31	F2Z4J6	G3V9N1	A0A0G2JGH9	Q5SSJ5
E2QUM7	F1MKC3	A0A0G2K5B0	Q9D9J7	P11117
F1PB62	A6H7F3	Q68FQ2	Q00417	O43497
J9P074	E1BLN1	D3ZFW5	Q52KI8	P20023
E2RR34	F1MYK8	Q5PPG4	Q91Z40	Q9UP65
Q9BEF8	P32749	A0A0G2JVU1	P43432	P16473
F1P6C9	F1MY45	P17625	P03987	Q5T1H1
J9P7E2	F1MTI4	P40241	H7BX23	Q92622
F1Q031	E1BJ76	Q04589	Q9WVP1	P16562
F1P6E8	G3MXS9	D4A0Z4	A0A140LHY7	Q8IYU2
Q9BEH0	E1BMC6	B0BNM4	Q99J59	Q6UVJ0
J9P6Y0	Q1JPF1	D4A3V7	Q2LKV2	Q9NR83
J9NXX3	E1BEK3	D3ZS72	Q8C9B9	Q9UHF5
F6Y4B9	F1N7K8	Q9Z0Z2	P00329	Q9NYS7
E2QUB5	E1BJ49	Q62600	Q8BQX5	Q8NE62
F1PI30	E1BAB1	M0R834	Q62230	P55001
F1PAB5	Q0V8N6	G3V791	Q148W0	Q96DR5
F1PAU2	E1BGE0	E9PTA2	Q8C7U7	Q9Y4E6
F1PIQ4	A7YWM1	P97583	Q9QUG9	P32456
E2R4W6	A0JNI5	Q9JHL4	E9QKK1	Q9H6U6
E2QTP7	F1MMY3	A0A140TAF5	E9Q4T4	Q8N998
E2QXM6	G5E5F9	A0A0G2JZF6	Q91XL9	Q16643
E2RHI0	F1MWP9	F1LND1	P27040	O95619
J9P2D7	F1N269	G3V942	Q8VH37	Q8TBP0
E2RTJ9	F1MXL8	D3ZZK7	Q7TMW6	Q96AQ6
J9NRH9	E1BK47	A0A0G2JZT3	A0A0R4J0G3	A0A0S2Z4P3
F1PMN5	Q3SYW6	D4A2B8	O54788	P49327
F1PS79	Q0IID3	Q9JI61	G3X9G6	P35555
E2RQI7	E1BGK3	P62510	Q8R0F8	P60520
J9P1B3	G1K1L8	F1LZ94	Q9D104	Q6ZTW0
E2RQN5	E1BIY4	A0A0G2K666	Q61083	O14986
E2RPK8	F1MET1	A0A0H2UHE2	P97361	A0A0S2Z5F8
F1Q0Q9	Q1JQD9	F1M3D2	Q80YV2	P08047
E2QZA7	Q2KHX7	A0A0G2K1B6	P35123	P05362
F1PGI1	Q3ZBM4	P09759	P20615	Q9H1H9
F1PXR2	P13183	A0A0G2QC08	Q9WUZ9	Q8TBR3
J9NUN4	A7YWC8	O35462	Q8K064	Q96FZ2
F1PA90	Q3ZBP0	Q7TT49	E9QKL0	Q96RL1
J9JHL8	Q2KHV2	Q6AYU4	Q8BG50	Q9UBY8
E2RLB7	A7MB03	Q9QUM8	Q8CHC8	A6NC98
J9PA70	F1MUI9	P55068	Q3UV71	Q86TU7
J9NVE8	F1MJY3	D3ZZJ7	Q9CX13	O95865
J9NU02	F1MLW4	F1LPI6	Q61275	P49593
J9P1J7	P82911	P20650	Q91X95	Q8N769
E2RM22	E1BHR7	G3V7N9	P61407	Q9UJK0
E2RHY3	E1BES2	G3V8G4	Q8VE98	P16581
E2RSY7	E1BDD0	Q6E0V2	Q61039	Q6PF11
E2RND1	E1BBJ8	Q5U2N3	Q8BWS5	Q16533
E2QYN4	A5D783	D3ZFM4	Q8JZY2	P27797
F1Q3Q6	E1BBI7	A0A0G2JZ43	G3UWF3	Q14444
F1PPT8	G1K1Q0	D3ZYC4	A0A0R4J086	Q15822
